장면명,REF 코드,TH 색인,관찰 좌표,등록 시각,마지막 검토,연결 장면,원문 위치,원문 확보,인물,작품명,장면 ID,장면 역할,장면 조건,집필 지시문 없음,집필용 준비,표면 모방 위험,화수
435~436화 · 질문 교환 끝에 상호 정체를 확인하고 상징 이용 책임을 묻는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,서로 질문 순서를 통제하며 현실 정체를 확인한다. 정체 확인 직후 친밀감보다 상대를 영웅 상징으로 이용한 책임과 정보 은폐를 먼저 묻는다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,124화 정보망 접근 / 436화 목표 차이 시험,"214,817~215,127행",Yes,"비요른 얀델, 이백호, GM·원탁 관련 정보",게임 속 바바리안으로 살아남기,SCENE-165,"핵심, 후속",양쪽 모두 상대 정체를 의심하며 장기 은폐와 상징 이용 책임이 남아 있음,Yes,대비 포함 준비,높음,435~436화
124화 · 동향인 인증 뒤 현실 정체와 현지 신분을 분리하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,같은 출신을 확인한 뒤 친근한 말투와 생존 정보를 제공하지만 현실 이름과 현지 신분을 별개로 관리한다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,124화 정보망 접근권 / 250~251화 현실 조우,"59,669~59,813행",Yes,"비요른 얀델, 이백호, 원탁의 감시자",게임 속 바바리안으로 살아남기,SCENE-159,"선행, 핵심",같은 세계 출신임을 확인했지만 서로의 현지 정체와 장기 목적은 모름,Yes,대비 포함 준비,높음,124화
436화 · 제삼자 편입 이유와 과거·마녀 정보를 교환하되 공개 범위를 제한하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,"상호 정체 확인 뒤 제삼자를 왜 편입했는지, 과거 세력과 마녀 관련 정보를 교환한다. 모든 비밀을 털어놓지는 않는다.",2026년 8월 5일 오전 9:35,2026년 8월 5일,435~436화 상호 정체 확인 / 436화 귀환 버튼 질문,"215,173~215,295행",Yes,"비요른 얀델, 이백호, 에르웬 포르나치 디 테르시아, 마녀와 오르큘리스 관련 인물",게임 속 바바리안으로 살아남기,SCENE-166,"대비, 후속",정체는 확인됐지만 서로의 세력·과거·장기 계획 전체는 공유되지 않음,Yes,대비 포함 준비,높음,436화
251화 · 귀환 목표 차이를 확인하고 현실에서는 남으로 지내자고 경계를 세우는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,공통 출신을 확인했어도 현재 세계와 귀환을 두고 우선순위가 다름을 확인한다. 현실에서는 서로 모르는 사람처럼 지내는 선을 합의한다.,2026년 8월 5일 오전 9:35,2026년 8월 5일,250~251화 정체 확인 / 436~437화 귀환 목표 충돌,"125,183~125,303행",Yes,"비요른 얀델, 이백호",게임 속 바바리안으로 살아남기,SCENE-162,"대비, 이탈",같은 출신이지만 귀환과 현재 세계에 대한 우선순위가 다름,Yes,대비 포함 준비,높음,251화
477화 · 소생 약속이 지연·실적 요구·업무적 종속으로 바뀐 제삼자 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,소생 약속을 받은 인물은 실행 시점이 계속 미뤄지고 실적을 요구받는다. 희망 때문에 떠나지 못한 채 관계가 업무적 잔류와 불신으로 굳어진다.,2026년 8월 5일 오전 9:36,2026년 8월 5일,312~313화 소생 제안 / 340화 구원 계약,"234,789~234,913행",Yes,"이백호, 에르웬 포르나치 디 테르시아, 미샤 칼스타인 관련 소생 약속",게임 속 바바리안으로 살아남기,SCENE-171,"대비, 실패, 후속",계약 제공자가 소생 시점과 평가 권한을 독점하고 계약 대상은 희망 때문에 이탈하기 어려움,Yes,대비 포함 준비,높음,477화
469~470화 · 제삼자를 돌려주는 대가로 다음 협력 조건을 여는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,제삼자를 현재 동료에게 돌려주는 행위와 다음 정보·지원 협상을 교환한다. 인도 자체가 호의가 아니라 다음 계약의 입구가 된다.,2026년 8월 5일 오전 9:36,2026년 8월 5일,470화 상징 이용 책임 / 477화 제삼자 종속 반례,"231,219~231,395행",Yes,"비요른 얀델, 이백호, 에르웬 포르나치 디 테르시아",게임 속 바바리안으로 살아남기,SCENE-169,"대비, 후속",제삼자의 소속과 보호권을 원래 동료에게 되돌리는 협상이 필요함,Yes,대비 포함 준비,높음,469~470화
436화 · 귀환 버튼 질문으로 목표 차이를 시험하고 거짓말을 판정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,즉시 귀환 가능한 선택지가 생기면 누를 것인지 묻는다. 답변 내용뿐 아니라 지연·반응·회피를 통해 가치 우선순위를 판정한다.,2026년 8월 5일 오전 9:36,2026년 8월 5일,435~436화 정체 확인 / 437화 결별선 위협,"215,403~215,529행",Yes,"비요른 얀델, 이백호",게임 속 바바리안으로 살아남기,SCENE-167,"대비, 핵심",같은 출신이지만 귀환과 현재 세계에 대한 우선순위가 완전히 일치하지 않음,Yes,대비 포함 준비,높음,436화
500~501화 · 플랜 B를 유지한 채 지원 범위와 결별 조건을 명시해 협력자 계약을 맺는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,"서로의 비상 계획을 폐기하지 않은 채 귀환 지원, 필요시 지원, 목표 충돌 시 결별을 언어로 고정한다. 적·아군 대신 협력자라는 범주를 선택한다.",2026년 8월 5일 오전 9:36,2026년 8월 5일,437화 결별선 확인 / 500화 기록석 공개,"246,401~246,533행",Yes,"비요른 얀델, 이백호",게임 속 바바리안으로 살아남기,SCENE-173,"핵심, 후속",핵심 목표와 플랜 B가 다르지만 공동 이익과 지원 가능성이 남아 있음,Yes,대비 포함 준비,높음,500~501화
470화 · 상징 이용·왕가 전복·암살 의뢰를 공개하고 현재 보호선을 만드는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,상대를 영웅 상징으로 이용해 세력을 끌어내고 왕가 전복과 암살을 추진한 계획을 인정한다. 동시에 현재 동료에 대한 위해 금지선을 협상한다.,2026년 8월 5일 오전 9:36,2026년 8월 5일,435~436화 상징 이용 책임 / 500화 기록석 공개,"231,423~231,527행",Yes,"비요른 얀델, 이백호, 왕가, 오르큘리스, 암살 의뢰 관련 인물",게임 속 바바리안으로 살아남기,SCENE-170,"핵심, 후속",과거 상징 이용과 폭력 계획을 공개하면서 현재 협력의 보호 범위를 정해야 함,Yes,대비 포함 준비,높음,470화
437화 · 귀환을 위해 소중한 동료를 제거하겠다는 위협으로 결별선을 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,귀환 목표를 위해 상대의 소중한 동료를 제거할 수 있다는 가정으로 협력의 한계를 시험한다. 상대는 즉시 결별·적대선을 명확히 한다.,2026년 8월 5일 오전 9:36,2026년 8월 5일,436화 목표 차이 시험 / 500~501화 협력자 계약,"215,577~215,807행",Yes,"비요른 얀델, 이백호, 미샤 칼스타인",게임 속 바바리안으로 살아남기,SCENE-168,"실패, 이탈, 핵심",귀환 목표와 현재 세계의 소중한 관계가 충돌할 가능성이 있음,Yes,대비 포함 준비,높음,437화
500화 · 기록석과 예정된 미래를 공개하며 장기 은폐 동기를 밝히는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8104b078e11d53f587b3,"기록석과 예정된 미래, 귀환 가능성, 왕가 전복 계획을 공개한다. 장기 은폐가 단순 불신이 아니라 미래 통제와 귀환 플랜을 지키기 위한 것이었음을 밝힌다.",2026년 8월 5일 오전 9:36,2026년 8월 5일,470화 계획 공개 / 500~501화 협력자 계약,"246,081~246,399행",Yes,"비요른 얀델, 이백호, 기록석 관련 인물과 왕가",게임 속 바바리안으로 살아남기,SCENE-172,"핵심, 후속",서로의 장기 계획과 예정된 미래가 협력 상대의 동료·세계에 위험을 줄 수 있음,Yes,대비 포함 준비,높음,500화
125화 · 초록 판정을 받은 최소 문장이 정보량 부족 이의를 받고 추가 발화 여부가 협상되는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,초록 판정은 문장이 참임을 보여 주지만 충분한 정보 제출을 보장하지 않는다. 참가자들은 정보량 부족을 이의로 제기하고 발화자는 추가 정보를 낼지 협상한다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,125화 사적 질문 거절 / 125~126화 잘못된 확신 통과,"60,519~60,573행",Yes,"초승달 가면, 여우 가면, 광대 가면, 비요른 얀델, 원탁 참가자들",게임 속 바바리안으로 살아남기,SCENE-179,"대비, 핵심",판정은 초록이지만 문장이 지나치게 짧아 거래 가치가 불충분함,Yes,대비 포함 준비,높음,125화
38화 · 저등급 검증이 실패하자 고등급 비용을 이유로 자백 압박과 형 집행으로 전환하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,저등급 검증 마법이 정신 저항에 막히자 길드는 고등급 마법사 호출 비용을 아까워한다. 검증 강화 대신 자백 압박과 형 집행으로 절차를 닫는다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,37화 검증 요청권 거부 / 38~39화 공개 상황 조성,"17,665~17,731행",Yes,"비요른 얀델, 탐험가 길드 조사관, 길드 소속 9등급 마법사",게임 속 바바리안으로 살아남기,SCENE-175,"실패, 핵심",초기 검증이 실패했고 더 강한 검증은 비용이 높으며 조사 기관이 사건 종결을 서두름,Yes,대비 포함 준비,높음,38화
39~40화 · 군중·전문가·기록·당사자 검증을 겹쳐 회유 시도를 막고 거짓 증언을 뒤집는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,공개된 자리에서 조사관·거짓 증인·피해 당사자·고등급 마법사·성직자·기록을 교차시킨다. 한 사람의 말이 아니라 서로 다른 실패 가능성을 가진 증거를 겹쳐 판결을 뒤집는다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,38~39화 공개 상황 조성 / 467화 묵비권 대비,"18,489~19,115행",Yes,"비요른 얀델, 아루아 레이븐, 콜도 비르만, 하츠 영, 에르웬 포르나치 디 테르시아, 성직자, 군중과 길드 관계자",게임 속 바바리안으로 살아남기,SCENE-177,"핵심, 후속",기관 내부 증언과 기록이 오염됐고 공개 검증을 통해 회유·입막음 비용을 높일 수 있음,Yes,대비 포함 준비,높음,39~40화
125화 · 공식 정보 교환 전 사적 질문을 거절하고도 추가 압박 없이 순서를 시작하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,초승달은 집회 시작 전 사적 정체 질문을 하지만 비요른은 답변을 거절한다. 운영 규칙 밖 질문이므로 거절 뒤 추가 추궁 없이 공식 순서로 넘어간다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,125화 최소 문장 이의 / 572화 답변자가 질문 선택,"60,383~60,443행",Yes,"비요른 얀델, 초승달 가면, 광대 가면, 여우 가면, 원탁 참가자들",게임 속 바바리안으로 살아남기,SCENE-178,"대비, 선행",공식 정보 제출 전 사적 질문이며 답변 의무와 검증 절차가 적용되지 않음,Yes,대비 포함 준비,높음,125화
38~39화 · 기관이 입막음할 수 없는 공개 상황을 만들고 당사자·전문가·성직자를 한자리에 요구하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,비요른은 내부 절차에서 검증권을 얻지 못하자 군중과 지역장 가족을 포함한 공개 위기를 만든다. 면죄가 아니라 사건 당사자와 고등급 검증자를 한자리에 모으라고 요구한다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,38화 형 집행 결정 / 39~40화 공개 교차 검증,"17,769~18,405행",Yes,"비요른 얀델, 탐험가 길드 조사관 콜도 비르만, 지역장과 딸, 아루아 레이븐, 성직자와 사건 당사자들",게임 속 바바리안으로 살아남기,SCENE-176,"핵심, 후속",검증 요청권이 봉쇄됐고 기관이 사건을 내부적으로 종결하려 함,Yes,대비 포함 준비,높음,38~39화
37화 · 검증 비용을 내겠다는 피조사자도 등급 규칙 때문에 요청권을 거부당하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,비요른은 검증 비용을 직접 내겠다고 제안하지만 길드는 7등급 이상만 정식 요청할 수 있다는 규칙으로 접근을 차단한다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,38화 저등급 검증 실패 / 39~40화 공개 검증 강제,"17,521~17,537행",Yes,"비요른 얀델, 탐험가 길드 조사관",게임 속 바바리안으로 살아남기,SCENE-174,"선행, 핵심",피조사자가 비용을 지불할 의사가 있지만 신분 등급이 낮아 정식 검증 요청권이 없음,Yes,대비 포함 준비,높음,37화
472화 · 상반된 확신이 모두 초록일 수 있고 최소 발화 뒤 추가 질문을 무시해 턴을 끝내는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,"늑대 가면은 서로 반대되는 주장을 각자가 믿으면 모두 초록일 수 있다고 지적한다. 신뢰는 장치보다 누적 행동 기록과 집단 평판에 의해 갈리고, 발화자는 최소 문장 뒤 추가 질문을 거절할 수 있다.",2026년 8월 5일 오전 9:49,2026년 8월 5일,471화 잘못된 확신 / 572화 질문 선택 규칙,"232,343~232,491행",Yes,"비요른 얀델, 늑대 가면, 광대 가면, 여왕 가면, 여우 가면, 사슴뿔 가면",게임 속 바바리안으로 살아남기,SCENE-183,"대비, 오해, 핵심",상반된 주장을 말하는 양쪽 모두 자기 확신에 따라 초록을 받을 수 있음,Yes,대비 포함 준비,높음,472화
467화 · 묵비권과 부분 진실을 예상해 증인·법률 조력자를 추가하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,아멜리아는 검증 마법이 있어도 상대가 불리한 질문에 침묵하고 유리한 진실만 말할 수 있음을 지적한다. 비요른에게 복수 증인과 법률 조력자를 확보하라고 조언한다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,39~40화 공개 교차 검증 / 572화 거절 사유 검증,"230,255~230,293행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 멜베스 클랜과 법률 조력자 후보",게임 속 바바리안으로 살아남기,SCENE-181,"핵심, 후속",검증 장치가 있어도 증언자가 묵비권과 부분 진실 전략을 사용할 수 있음,Yes,대비 포함 준비,중간,467화
471화 · 잘못된 정보를 진실이라 믿는 발화가 초록을 얻어 출처와 의도를 다시 추적하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8151975ad0c5e1f503a2,늑대 가면은 왕가와 귀환에 관한 정보를 확신해 말하고 초록 판정을 받는다. 참가자들은 판정만 믿지 않고 출처·동기·내부 접근 가능성을 다시 추적한다.,2026년 8월 5일 오전 9:49,2026년 8월 5일,125~126화 잘못된 확신 통과 / 472화 상반된 초록 가능성,"232,103~232,229행",Yes,"늑대 가면, 비요른 얀델, 광대 가면, 사슴뿔 가면, 여왕 가면, 원탁 참가자들",게임 속 바바리안으로 살아남기,SCENE-182,"오해, 핵심",발화자가 강하게 확신하지만 정보 출처와 객관적 사실 여부는 확인되지 않음,Yes,대비 포함 준비,높음,471화
